,song,artist
14932,Yellow Flicker Beat,Lorde
14933,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull
14934,Superheroes,The Script
14935,Later On,The Swon Brothers
14936,Dust,Eli Young Band
14937,Chainsaw,The Band Perry
14938,Love Don't Die,The Fray
14939,Everybody's Got Somebody But Me,Hunter Hayes Featuring Jason Mraz
14940,Days Of Gold,Jake Owen
14941,F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross
14942,Right Now,Rihanna Featuring David Guetta
14943,Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic"
14944,What About Love,Austin Mahone
14945,Play Hard,David Guetta Featuring Ne-Yo & Akon
14946,Wings,Little Mix
14947,All Around The World,Justin Bieber Featuring Ludacris
14948,Crying On A Suitcase,Casey James
14949,Your Body,Christina Aguilera
14950,Enough Of No Love,Keyshia Cole Featuring Lil Wayne
14951,How We Do (Party),Rita Ora
14952,Got My Country On,Chris Cagle
14953,This Ole Boy,Craig Morgan
14954,Magic,Future Featuring T.I.
14955,Mr. Wrong,Mary J. Blige Featuring Drake
14956,Don't Stop (Color On The Walls),Foster The People
14957,Camouflage,Brad Paisley
14958,Promise,Romeo Santos Featuring Usher
14959,On My Level,Wiz Khalifa Featuring Too $hort
14960,I Do,Colbie Caillat
14961,Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti
14962,Who's That Chick?,David Guetta Featuring Rihanna
14963,Marry You,Bruno Mars
14964,Hold My Hand,Michael Jackson Duet With Akon
14965,Way Out Here,Josh Thompson
14966,Beautiful Monster,Ne-Yo
14967,I'm Awesome,Spose
14968,Crawl,Chris Brown
14969,(If You're Wondering If I Want You To) I Want You To,Weezer
14970,Happy,Leona Lewis
14971,Face Drop,Sean Kingston
14972,So Fine,Sean Paul
14973,Here We Go Again,Demi Lovato
14974,Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger
14975,Sound Of Madness,Shinedown
14976,When Love Takes Over,David Guetta Featuring Kelly Rowland
14977,Strange,Reba
14978,Walkin' On The Moon,The-Dream Featuring Kanye West
14979,Echo,Gorilla Zoe
14980,Welcome To The World,Kevin Rudolf Featuring Rick Ross
14981,Don't Forget,Demi Lovato
14982,Last Call,Lee Ann Womack
14983,Angels On The Moon,Thriving Ivory
14984,Without You,Hinder
14985,Get Up,50 Cent
14986,Love Remembers,Craig Morgan
14987,No Me Doy Por Vencido,Luis Fonsi
14988,Country Man,Luke Bryan
14989,Energy,Keri Hilson
14990,Moving Mountains,Usher
14991,Customer,Raheem DeVaughn
14992,Ching-A-Ling,Missy Elliott
14993,Go Girl,Pitbull Featuring Trina & Young Bo$$
14994,Work That,Mary J. Blige
14995,Int'l Players Anthem (I Choose You),UGK Featuring OutKast
14996,I Got It From My Mama,will.i.am
14997,Wall To Wall,Chris Brown
14998,Startin' With Me,Jake Owen
14999,With Love,Hilary Duff
15000,Year 3000,Jonas Brothers
15001,Wouldn't Get Far,The Game Featuring Kanye West
15002,Hillbilly Deluxe,Brooks & Dunn
15003,Anna-Molly,Incubus
15004,The Saints Are Coming,U2 & Green Day
15005,Love Me Or Hate Me (F**k You!!!!),Lady Sovereign
15006,Dem Jeans,Chingy Featuring Jermaine Dupri
15007,Right Where You Want Me,Jesse McCartney
15008,Is It Any Wonder?,Keane
15009,The Lucky One,Faith Hill
15010,Touch The Sky,Kanye West Featuring Lupe Fiasco
15011,Georgia,Ludacris & Field Mob Featuring Jamie Foxx
15012,Don't Bother,Shakira
15013,Billy's Got His Beer Goggles On,Neal McCoy
15014,Georgia Rain,Trisha Yearwood
15015,Goodbye Time,Blake Shelton
15016,If Something Should Happen,Darryl Worley
15017,Drugs Or Jesus,Tim McGraw
15018,Little Sister,Queens Of The Stone Age
15019,Baby,Fabolous Featuring Mike Shorey
15020,Gotta Go Solo,Patti LaBelle Featuring Ron Isley
15021,Big Chips,R. Kelly & Jay-Z
15022,Nasty Girl,Nitty
15023,Save A Horse (Ride A Cowboy),Big & Rich
15024,Everything,Alanis Morissette
15025,Wild West Show,Big & Rich
15026,Gal Yuh Ah Lead,T.O.K.
15027,Gangsta Girl,Big Tymers Featuring R. Kelly
15028,Pop That Booty,"Marques Houston Featuring Jermaine ""JD"" Dupri"
15029,Bad Boy This Bad Boy That,Bad Boy's Da Band
15030,Party To Damascus,Wyclef Jean Featuring Missy Elliott
15031,Hot & Wet,112 Featuring Ludacris
15032,Just Because,Jane's Addiction
15033,Girl All The Bad Guys Want,Bowling For Soup
15034,Laundromat,Nivea
15035,A.D.I.D.A.S.,Killer Mike Featuring Big Boi
15036,Through The Rain,Mariah Carey
15037,Thug Holiday,Trick Daddy Featuring LaTocha Scott
15038,The Ketchup Song (Hey Hah),Las Ketchup
15039,Objection (Tango),Shakira
15040,A Little Less Conversation,Elvis Presley vs JXL
15041,How Come You Don't Call Me,Alicia Keys
15042,Jigga,JAY-Z
15043,Diddy,P. Diddy Featuring The Neptunes
15044,My Projects,Coo Coo Cal
15045,The Rock Show,Blink-182
15046,Let's Get It,"Three The... G. Dep, P. Diddy & Black Rob"
15047,A Good Day To Run,Darryl Worley
15048,Still On Your Side,BBMak
15049,How Many Licks?,Lil' Kim Featuring Sisqo
15050,The Itch,Vitamin C
15051,Original Prankster,The Offspring
15052,Straight Up,Chante Moore
15053,"Same Script, Different Cast",Whitney Houston & Deborah Cox
15054,3 Little Words,Nu Flavor
15055,Monica,Before Dark
15056,Give Me You,Mary J. Blige
15057,I Belong To You,Lenny Kravitz
15058,American Pie,Madonna
15059,This Woman Needs,SHeDAISY
15060,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil
15061,B-Please,Snoop Dogg Featuring Xzibit & Nate Dogg
15062,I Will Go With You (Con Te Partiro),Donna Summer
15063,One More Try,Divine
15064,Somebody's Out There Watching,The Kinleys
15065,I Will Get There,Boyz II Men
15066,Silly Ho,TLC
15067,Talk Show Shhh!,Shae Jones
15068,Wrong Again,Martina McBride
15069,Celebrity Skin,Hole
15070,Husbands And Wives,Brooks & Dunn
15071,Lost In Love,Nastyboy Klick
15072,Only When I Lose Myself,Depeche Mode
15073,I Wasn't With It,Jesse Powell
15074,Cover You In Kisses,John Michael Montgomery
15075,Come Over To My Place,Davina
15076,Something That We Do,Clint Black
15077,Still Waters (Run Deep),Bee Gees
15078,Man Behind The Music,Queen Pen Featuring Teddy Riley
15079,Phenomenon,LL Cool J
15080,Electric Barbarella,Duran Duran
15081,The Way That You Talk,Jagged Edge Featuring Da Brat & JD
15082,To Make You Feel My Love,Billy Joel
15083,"Never, Never Gonna Give You Up",Lisa Stansfield
15084,Hip Hop Drunkies,Tha Alkaholiks Featuring Ol' Dirty Bastard
15085,"The Perfect Drug (From ""Lost Highway"")",Nine Inch Nails
15086,Feelin' It,JAY-Z
15087,We Danced Anyway,Deana Carter
15088,You Don't Have To Love Me,Monifah
15089,Every Light In The House,Trace Adkins
15090,Missing You,Tina Turner
15091,E-Bow The Letter,R.E.M.
15092,Guys Do It All The Time,Mindy McCready
15093,Who You Are,Pearl Jam
15094,Back To The World,Tevin Campbell
15095,Mr. Ice Cream Man,Master P
15096,Slow Jams,Quincy Jones Feat. Babyface & Tamia With Portrai
15097,Soul Food,Goodie Mob
15098,Give Me...A Reason,Buffy
15099,La Familia,Frost
15100,Energy,Devone
15101,"A Girl Like You (From ""Empire Records"")",Edwyn Collins
15102,Lie To Me/Something For The Pain,Bon Jovi
15103,Crazy Cool,Paula Abdul
15104,Walk In The Sun,Bruce Hornsby
15105,On The Down Low,Brian McKnight
15106,Round & Round,Twinz
15107,Jeremy/Yellow Ledbetter,Pearl Jam
15108,Stutter,Elastica
15109,Glaciers Of Ice/Criminology,Chef Raekwon
15110,I Like It (I Wanna Be Where You Are),Grand Puba
15111,Let's Get It On,Shabba Ranks
15112,She's A River,Simple Minds
15113,Sour Times (Nobody Loves Me),Portishead
15114,Woman To Woman,Jewell
15115,Cocktales,Too $hort
15116,Picture Postcards From L.A.,Joshua Kadison
15117,I See It Now,Tracy Lawrence
15118,Hip Hop Ride,Da Youngsta's
15119,Whipped,Jon Secada
15120,Third Rock From The Sun,Joe Diffie
15121,Electric Relaxation (Relax Yourself Girl),A Tribe Called Quest
15122,Since I Don't Have You,Guns N' Roses
15123,"A Deeper Love (From ""Sister Act 2"")",Aretha Franklin
15124,I Never Knew Love,Doug Stone
15125,Really Doe,Ice Cube
15126,The Song Remembers When,Trisha Yearwood
15127,93 'til Infinity,Souls Of Mischief
15128,Paying The Price Of Love,Bee Gees
15129,Jimmy Olsen's Blues,Spin Doctors
15130,Pink Cashmere,Prince
15131,For The Cool In You,Babyface
15132,Dur Dur D'etre BeBe! (It's Tough To Be A Baby),Jordy
15133,Good Times With Bad Boys,Boy Krazy
15134,Somebody To Love,George Michael & Queen
15135,That's The Way Love Is,Bobby Brown
15136,Tonight,Def Leppard
15137,How I'm Comin',LL Cool J
15138,She's Not Cryin' Anymore,Billy Ray Cyrus
15139,Shoop Shoop (Never Stop Givin' You Love),Michael Cooper
15140,Could've Been Me,Billy Ray Cyrus
15141,Drowning In Your Eyes,Ephraim Lewis
15142,Lithium,Nirvana
15143,Brainstorming,M.C. Brains
15144,Slowly,Stacy Earl
15145,Remedy,The Black Crowes
15146,Strawberry Letter 23,Tevin Campbell
15147,Anything At All,Mitch Malloy
15148,Your Song,Rod Stewart
15149,Love You All My Lifetime,Chaka Khan
15150,It's Not A Love Thing,Geoffrey Williams
15151,No More Tears,Ozzy Osbourne
15152,Tonite,DJ Quik
15153,This Beat Is Hot,B.G. The Prince Of Rap
15154,Your Love,Keith Sweat
15155,Forever Amo'r,D'zyre
15156,Mother's Pride,George Michael
15157,Remember My Name,House Of Lords
15158,Give It To Me Good,Trixter
15159,Tick Tock,Vaughan Brothers
15160,I Don't Love You Anymore,The London Quireboys
15161,Same Ol' Situation (S.O.S.),Motley Crue
15162,L.A. Woman,Billy Idol
15163,Second Chance,Tyler Collins
15164,Undeniable,Ms. Adventures
15165,The Emperor's New Clothes,Sinead O'Connor
15166,Don't You Love Me,49-ers
15167,Welcome To The Real World,Jane Child
15168,Jealous Again,The Black Crowes
15169,That's The Way Of The World,D-Mob With Cathy Dennis
15170,Heaven Is A 4 Letter Word,Bad English
15171,Moonlight On Water,Laura Branigan
15172,Cuts You Up,Peter Murphy
15173,Have A Heart,Bonnie Raitt
15174,Almost Hear You Sigh,The Rolling Stones
15175,There's A Party Going On,Yvonne
15176,House Of Fire,Alice Cooper
15177,Never 2 Much Of U,Dino
15178,Back To The Bullet,Saraya
15179,Touch Me Tonight,Shooting Star
15180,I Think I Can Beat Mike Tyson,D.J. Jazzy Jeff & The Fresh Prince
15181,Baby Come To Me,Regina Belle
15182,Licence To Chill,Billy Ocean
15183,Don't Ask Me Why,Eurythmics
15184,Need A Little Taste Of Love,The Doobie Brothers
15185,Lay Down Your Arms,The Graces
15186,Closer To Fine,Indigo Girls
15187,Let The Day Begin,The Call
15188,Love Has Taken Its Toll,Saraya
15189,Calling It Love,Animotion
15190,Moonlight On Water,Kevin Raleigh
15191,Round & Round,New Order
15192,Hearts On Fire,Steve Winwood
15193,Radio Romance,Tiffany
15194,It's Only Love,Simply Red
15195,End Of The Line,Traveling Wilburys
15196,We've Saved The Best For Last,Kenny G
15197,Posse On Broadway,Sir Mix-A-Lot
15198,Downtown Life,Daryl Hall John Oates
15199,Way Out,J.J. Fad
15200,Heart Don't Fail Me Now,Holly Knight
15201,Jackie,Blue Zone U.K.
15202,Feelings Of Forever,Tiffany
15203,I Want You So Bad,Heart
15204,Ever Since The World Began,Tommy Shaw
15205,Hot Thing,Prince
15206,Never Can Say Goodbye,The Communards
15207,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.
15208,All I Want Is You,Carly Simon
15209,Throwaway,Mick Jagger
15210,She's Fly,Tony Terry
15211,Let's Work,Mick Jagger
15212,Love Is A House,Force M.D.'s
15213,"Be There (From ""Beverly Hills Cop II"")",The Pointer Sisters
15214,Show Me The Way,Regina Belle
15215,Kiss And Tell,The Breakfast Club
15216,Why Should I Cry?,Nona Hendryx
15217,Weapons Of Love,The Truth
15218,Variety Tonight,REO Speedwagon
15219,We Are What We Are,The Other Ones
15220,Living In A Dream,Pseudo Echo
15221,Sexappeal,Georgio
15222,How Much Love,Survivor
15223,Dance,Ratt
15224,Have You Ever Loved Somebody,Freddie Jackson
15225,Skin Trade,Duran Duran
15226,Don't Need A Gun,Billy Idol
15227,Someone,El DeBarge
15228,Girlfriend,Bobby Brown
15229,I'm Not Perfect (But I'm Perfect For You),Grace Jones
15230,Thorn In My Side,Eurythmics
15231,Miami,Bob Seger
15232,Don't Stand So Close To Me '86,The Police
15233,Jody,Jermaine Stewart
15234,Another Heartache,Rod Stewart
15235,It's You,Bob Seger
15236,The Other Side Of Life,The Moody Blues
15237,If Looks Could Kill,Heart
15238,No Promises,Icehouse
15239,One Way Love,TKA
15240,Listen Like Thieves,INXS
15241,The Heat Of Heat,Patti Austin
15242,Absolute Beginners,David Bowie
15243,Shot in the Dark,Ozzy Osbourne
15244,Whisper In The Dark,Dionne Warwick
15245,Let Me Be The One,Five Star
15246,Needles And Pins,Tom Petty & The Heartbreakers With Stevie Nicks
15247,I'd Do It All Again,Sam Harris
15248,The Super Bowl Shuffle,The Chicago Bears Shufflin' Crew
15249,Own The Night,Chaka Khan
15250,I Knew The Bride (When She Use To Rock And Roll),Nick Lowe And His Cowboy Outfit
15251,Morning Desire,Kenny Rogers
15252,Dangerous,Loverboy
15253,Like To Get To Know You Well,Howard Jones
15254,Blue Kiss,Jane Wiedlin
15255,First Night,Survivor
15256,Wise Up,Amy Grant
15257,Everything I Need,Men At Work
15258,Animal Instinct,Commodores
15259,Go For Soda,Kim Mitchell
15260,This Is My Night,Chaka Khan
15261,Ooh Ooh Song,Pat Benatar
15262,Do They Know It's Christmas?,Band-Aid
15263,Lonely School,Tommy Shaw
15264,Tonight,David Bowie
15265,Amnesia,Shalamar
15266,After All,Al Jarreau
15267,Bouncing Off The Wall,Matthew Wilder
15268,You Take Me Up,Thompson Twins
15269,"The More You Live, The More You Love",A Flock Of Seagulls
15270,What The Big Girls Do,Van Stephenson
15271,The Only Flame In Town,Elvis Costello & The Atrractions
15272,99 1/2,Carol Lynn Townes
15273,I Didn't Mean To Turn You On,Cherelle
15274,The Ghost In You,Psychedelic Furs
15275,Music Time,Styx
15276,Believe In Me,Dan Fogelberg
15277,Perfect Combination,Stacy Lattisaw & Johnny Gill
15278,Walking In My Sleep,Roger Daltrey
15279,She Was Hot,The Rolling Stones
15280,For A Rocker,Jackson Browne
15281,Just One More Time,The Headpins
15282,Sweetheart Like You,Bob Dylan
15283,Take Me Back,Bonnie Tyler
15284,Magnetic,"Earth, Wind & Fire"
15285,I Just Can't Walk Away,Four Tops
15286,A Little Good News,Anne Murray
15287,Stop Doggin' Me Around,Klique
15288,Mama,Genesis
15289,Everyday People,Joan Jett & the Blackhearts
15290,Rockit,Herbie Hancock
15291,Bad Boys,Wham! U.K.
15292,Words,F.R. David
15293,Sharp Dressed Man,ZZ Top
15294,West Coast Summer Nights,Tony Carey
15295,War Games,"Crosby, Stills & Nash"
15296,Stand By,Roman Holliday
15297,Love On Your Side,Thompson Twins
15298,Why Me?,Planet P
15299,Sing Me Away,Night Ranger
15300,Mexican Radio,Wall Of Voodoo
15301,Escalator Of Life,Robert Hazard
15302,Something To Grab For,Ric Ocasek
15303,Come Give Your Love To Me,Janet Jackson
15304,Forever,Little Steven
15305,Papa Was A Rollin' Stone,Wolf
15306,Give It Up,The Steve Miller Band
15307,"(you're So Square) Baby, I Don't Care",Joni Mitchell
15308,Theme From Dynasty,Bill Conti
15309,Shakin',Eddie Money
15310,Get Up And Go,Go-Go's
15311,Young Love,Air Supply
15312,Take The L.,The Motels
15313,Workin' For A Livin',Huey Lewis & The News
15314,I Only Want To Be With You,Nicolette Larson
15315,Themes From E.T. (The Extra-Terrestrial),Walter Murphy
15316,She Got The Goldmine (i Got The Shaft),Jerry Reed
15317,Let Me Go,Ray Parker Jr.
15318,(Sittin' On) The Dock Of The Bay,The Reddings
15319,Dance Wit' Me - Part 1,Rick James
15320,I'll Find My Way Home,Jon & Vangelis
15321,How Long,Rod Stewart
15322,Old Fashioned Love,Smokey Robinson
15323,Just To Satisfy You,Waylon & Willie
15324,I'm In Love Again,Pia Zadora
15325,Since You're Gone,The Cars
15326,The Gigolo,O'Bryan
15327,Shine On,George Duke
15328,Never Give Up On A Good Thing,George Benson
15329,Another Sleepless Night,Anne Murray
15330,If Looks Could Kill,Player
15331,Let's Get It Up,AC/DC
15332,A World Without Heroes,KISS
15333,Little Darlin',Sheila
15334,Blaze Of Glory,Kenny Rogers
15335,Bet Your Heart On Me,Johnny Lee
15336,When She Dances,Joey Scarbury
15337,It's All I Can Do,Anne Murray
15338,Stay Awake,Ronnie Laws
15339,A Heart In New York,Art Garfunkel
15340,Promises,Barbra Streisand
15341,What Cha' Gonna Do For Me,Chaka Khan
15342,Arc Of A Diver,Steve Winwood
15343,Lovin' The Night Away,The Dillman Band
15344,Just So Lonely,Get Wet
15345,You Like Me Don't You,Jermaine Jackson
15346,I've Been Waiting For You All Of My Life,Paul Anka
15347,Limelight,Rush
15348,Lovers After All,Melissa Manchester & Peabo Bryson
15349,8th Wonder,Sugarhill Gang
15350,Staying With It,Firefall
15351,Lipstick,Suzi Quatro
15352,Fashion,David Bowie
15353,Brite Eyes,Robbin Thompson Band
15354,Texas In My Rear View Mirror,Mac Davis
15355,Sometimes A Fantasy,Billy Joel
15356,I Could Be Good For You,707
15357,Let Me Talk,"Earth, Wind & Fire"
15358,Heroes,Commodores
15359,Thunder And Lightning,Chicago
15360,Don't Misunderstand Me,Rossington Collins Band
15361,Years From Now,Dr. Hook
15362,Play The Game,Queen
15363,Love That Got Away,Firefall
15364,Landlord,Gladys Knight And The Pips
15365,Atomic,Blondie
15366,Clones (We're All),Alice Cooper
15367,Power,The Temptations
15368,Don't Say Goodnight (It's Time For Love) (Parts 1 & 2),The Isley Brothers
15369,Headed For A Fall,Firefall
15370,Women,Foreigner
15371,"Computer Game ""Theme From The Circus""",Yellow Magic Orchestra
15372,Rockin' Into The Night,38 Special
15373,Haven't You Heard,Patrice Rushen
15374,Can We Still Be Friends,Robert Palmer
15375,Memorize Your Number,Leif Garrett
15376,Mistrusted Love,Mistress
15377,Ready For The 80's,Village People
15378,Peter Piper,Frank Mills
15379,Slip Away,Ian Lloyd
15380,My Forbidden Lover,Chic
15381,Remember (Walking In The Sand),Louise Goffin
15382,Then You Can Tell Me Goodbye,Toby Beau
15383,Young Blood,Rickie Lee Jones
15384,Married Men,Bette Midler
15385,Go West,Village People
15386,Dance Away,Roxy Music
15387,My Baby's Baby,Liquid Gold
15388,Can't Sleep,Rockets
15389,Rhumba Girl,Nicolette Larson
15390,Crazy Love,The Allman Brothers Band
15391,Can You Read My Mind,Maureen McGovern
15392,Souvenirs,Voyage
15393,I'll Supply The Love,Toto
15394,Song On The Radio,Al Stewart
15395,"Goodbye, I Love You",Firefall
15396,Run Home Girl,Sad Cafe
15397,Get Down,Gene Chandler
15398,A Little Lovin' (Keeps The Doctor Away),The Raes
15399,Dancin' Shoes,Faith Band
15400,Lost In Your Love,John Paul Young
15401,Your Sweetness Is My Weakness,Barry White
15402,Champagne Jam,Atlanta Rhythm Section
15403,Ease On Down The Road,Diana Ross & Michael Jackson
15404,Devoted To You,Carly Simon & James Taylor
15405,All I See Is Your Face,Dan Hill
15406,Prove It All Night,Bruce Springsteen
15407,This Night Won't Last Forever,Bill LaBounty
15408,He's So Fine,Jane Olivor
15409,Don't Cost You Nothing,Ashford & Simpson
15410,Rumour Has It,Donna Summer
15411,Dancin' Fever,Claudja Barry
15412,Little One,Chicago
15413,Poor Poor Pitiful Me,Linda Ronstadt
15414,Galaxy,War
15415,Come Go With Me,Pockets
15416,The Next Hundred Years,Al Martino
15417,God Only Knows,Marilyn Scott
15418,Any Way You Want Me,The Sylvers
